ProductID,Zip,Units,Revenue,Country
609,M6H,1,9346.05,Canada
604,L5R,1,5540.85,Canada
443,L5R,1,9947.7,Canada
2012,L5R,1,4535.37,Canada
992,L5R,1,3464.37,Canada
2353,L5R,1,4976.37,Canada
609,R3X,1,9346.05,Canada
767,R3X,1,1259.37,Canada
2331,R3X,1,6425.37,Canada
2055,R3X,1,6834.87,Canada
2331,R3X,1,6488.37,Canada
768,R3X,1,1259.37,Canada
823,R3X,1,7433.37,Canada
631,M7Y,1,4154.85,Canada
1014,M7Y,1,1038.87,Canada
195,M7Y,1,9002.7,Canada
726,M7Y,1,1385.37,Canada
550,M7Y,1,4847.85,Canada
936,M7Y,1,5984.37,Canada
901,M7Y,1,4913.37,Canada
2016,M7Y,1,3590.37,Canada
740,M4V,1,2046.87,Canada
1229,M4V,1,2834.37,Canada
838,M4V,1,11339.37,Canada
2255,M4V,1,692.37,Canada
753,R3H,1,2928.87,Canada
762,R3H,1,2078.37,Canada
727,R3H,1,818.37,Canada
725,R3H,1,1385.37,Canada
1329,R3H,1,1113.84,Canada
1960,R3H,1,1164.87,Canada
1066,R3H,1,3558.87,Canada
1975,R3H,1,629.37,Canada
604,R3H,1,5540.85,Canada
1086,R3H,1,1008,Canada
467,R3H,1,10807.65,Canada
1085,R3H,1,1008,Canada
2407,R3H,1,881.37,Canada
726,R3H,1,1385.37,Canada
1330,R3H,1,1113.84,Canada
599,R3H,1,9043.65,Canada
758,K1N,1,1007.37,Canada
757,K1N,1,1007.37,Canada
2255,K1N,1,692.37,Canada
599,K1N,1,9043.65,Canada
2254,K1N,1,692.37,Canada
767,R3W,1,1259.37,Canada
768,R3W,1,1259.37,Canada
726,R3W,1,1448.37,Canada
914,R3W,1,6929.37,Canada
1111,M5X,1,1397.97,Canada
2388,M5X,1,3716.37,Canada
1926,M5X,1,1196.37,Canada
2234,M5X,1,786.87,Canada
681,M5X,1,7556.85,Canada
1894,L5N,1,8186.85,Canada
910,L5N,1,5165.37,Canada
2234,L5N,1,786.87,Canada
769,L5N,1,3086.37,Canada
1225,L5N,1,2834.37,Canada
2050,L5N,1,5984.37,Canada
2056,L5N,1,3905.37,Canada
2277,L5N,2,6046.74,Canada
976,L5N,1,3779.37,Canada
726,L5N,1,1448.37,Canada
964,L5N,1,3842.37,Canada
2359,L5N,1,5165.37,Canada
1188,L5N,1,5543.37,Canada
767,L5N,2,2518.74,Canada
1185,L5N,1,5039.37,Canada
2373,L5N,1,6614.37,Canada
1949,K1R,1,3558.87,Canada
1948,K1R,1,3558.87,Canada
491,K1R,1,9783.9,Canada
1450,K1R,1,1416.24,Canada
964,K1R,1,3968.37,Canada
491,K1R,1,9783.9,Canada
2235,L4Y,1,786.87,Canada
606,M5L,1,3776.85,Canada
1927,M5L,1,1196.37,Canada
2005,M5L,1,3684.87,Canada
1974,M5L,1,692.37,Canada
1926,M5L,1,1196.37,Canada
396,M5L,2,20569.5,Canada
574,M4E,1,10429.65,Canada
609,M4E,1,9950.85,Canada
2056,M4E,1,3968.37,Canada
604,M4E,2,11081.7,Canada
990,M4E,1,6047.37,Canada
2056,M4E,1,3905.37,Canada
901,M4E,1,4913.37,Canada
2374,M4N,1,7937.37,Canada
2054,M4N,2,13102.74,Canada
1173,L5G,1,6299.37,Canada
962,L5G,1,6299.37,Canada
609,L5G,1,9346.05,Canada
1203,R2Y,1,3842.37,Canada
2277,M6S,1,3023.37,Canada
1449,M6S,1,1416.24,Canada
2279,R3E,1,1983.87,Canada
1330,R3E,1,1113.84,Canada
681,R3E,1,7556.85,Canada
768,R3E,1,1259.37,Canada
753,R3E,1,2928.87,Canada
475,R3E,1,11642.4,Canada
599,R3E,1,9043.65,Canada
1003,K1A,1,1038.87,Canada
400,K1A,1,8205.75,Canada
2045,K1P,1,4913.37,Canada
2255,K1P,1,692.37,Canada
2284,K1Y,1,3527.37,Canada
491,K1Y,1,9783.9,Canada
2277,K1Y,1,3023.37,Canada
2388,K1K,1,3716.37,Canada
559,K1K,1,7027.65,Canada
2407,R3B,1,881.37,Canada
1975,R3B,1,629.37,Canada
683,R3B,1,9456.3,Canada
990,M4R,1,5795.37,Canada
910,M4R,1,5165.37,Canada
580,M4M,1,8816.85,Canada
1957,R3M,1,1845.27,Canada
981,R3M,1,2015.37,Canada
992,R3M,1,3338.37,Canada
797,R3M,1,3621.87,Canada
488,M4S,1,11642.4,Canada
964,M4S,1,3968.37,Canada
989,L4V,1,5417.37,Canada
1166,L5T,1,6425.37,Canada
599,L5T,1,9043.65,Canada
580,L5T,1,8816.85,Canada
1173,R2V,1,6299.37,Canada
2388,R2W,1,3716.37,Canada
901,R2W,1,4913.37,Canada
2047,R3C,1,4535.37,Canada
768,M5A,1,1259.37,Canada
1046,L5J,1,1196.37,Canada
1110,R3R,1,2519.37,Canada
964,R3L,1,4031.37,Canada
1003,K1H,3,3116.61,Canada
1065,K2P,1,3558.87,Canada
400,L5H,1,8816.85,Canada
1425,M4P,1,3652.74,Canada
1426,M4P,1,3652.74,Canada
645,H1G,1,8958.6,Canada
739,H2Z,1,2046.87,Canada
921,K1H,1,6299.37,Canada
921,M7Y,1,6299.37,Canada
922,K1A,1,5669.37,Canada
964,R3V,1,4283.37,Canada
992,M4Y,1,3464.37,Canada
1014,M5X,1,1038.87,Canada
1045,L5N,1,2487.87,Canada
1053,R3N,1,3023.37,Canada
1109,R3V,1,2519.37,Canada
1112,R3H,1,1397.97,Canada
1188,M7Y,1,5669.37,Canada
1948,M4E,1,3558.87,Canada
645,T6T,2,17917.2,Canada
725,V6Z,2,2770.74,Canada
727,T3C,1,755.37,Canada
757,V6M,1,1007.37,Canada
757,V6Z,1,1007.37,Canada
758,V7Y,1,1007.37,Canada
767,R2G,1,1259.37,Canada
768,T5V,1,1259.37,Canada
768,T6V,1,1259.37,Canada
838,T6E,1,11150.37,Canada
1112,V5W,1,1397.97,Canada
2045,T2P,1,4913.37,Canada
2056,V7Y,1,3905.37,Canada
2254,V5Y,1,692.37,Canada
2254,V6E,1,692.37,Canada
2282,V5Z,1,3653.37,Canada
491,V5W,1,9783.9,Canada
491,V5Z,1,9783.9,Canada
573,V7P,1,3367.35,Canada
1111,V6T,1,1448.37,Canada
2070,T5E,1,6299.37,Canada
2081,T5H,1,2708.37,Canada
606,V5M,1,3877.65,Canada
676,T6E,1,10048.5,Canada
725,T2C,1,1448.37,Canada
837,T2J,1,9764.37,Canada
1062,T6J,1,1794.87,Canada
2252,T6R,2,3274.74,Canada
2359,T6V,1,5165.37,Canada
596,R2G,1,9503.55,Canada
915,T5K,1,6677.37,Canada
2005,V6J,1,3684.87,Canada
2380,T6J,1,3527.37,Canada
609,T2Y,1,9346.05,Canada
683,V6C,1,9456.3,Canada
714,V6T,1,1920.87,Canada
725,T5V,1,1385.37,Canada
767,T5K,1,1259.37,Canada
768,V6Z,1,1259.37,Canada
770,V6H,1,3086.37,Canada
1065,T2T,1,3558.87,Canada
2235,T5K,1,786.87,Canada
2255,V6M,1,692.37,Canada
396,T6T,1,10284.75,Canada
396,V6T,1,10284.75,Canada
604,V6H,1,5540.85,Canada
676,T6E,1,9623.25,Canada
683,R2N,1,9456.3,Canada
726,V5Z,1,1385.37,Canada
740,V6T,1,2046.87,Canada
768,V6M,1,1259.37,Canada
990,T2Z,1,5480.37,Canada
1985,T6T,1,1920.87,Canada
2045,T2X,1,5039.37,Canada
2255,V6G,1,723.87,Canada
596,V5V,1,9320.85,Canada
2254,V6G,1,723.87,Canada
573,R2G,1,3587.85,Canada
676,T6T,1,10231.2,Canada
740,T2Z,1,2078.37,Canada
596,T6E,1,9320.85,Canada
739,T2Z,1,2078.37,Canada
2332,V6R,1,4409.37,Canada
467,V6G,1,10807.65,Canada
574,T3B,1,10429.65,Canada
990,T6E,1,5165.37,Canada
1225,T6G,1,2834.37,Canada
2050,T2J,1,5984.37,Canada
2255,T5K,1,692.37,Canada
2331,V6C,1,6425.37,Canada
120,T6R,1,9954,Canada
499,T5W,1,9938.25,Canada
580,V5N,1,8816.85,Canada
604,V6H,1,5540.85,Canada
609,T6E,1,9346.05,Canada
725,V5N,1,1385.37,Canada
754,V7N,1,2928.87,Canada
757,T6E,1,1007.37,Canada
770,T6J,1,3086.37,Canada
940,T2C,1,8252.37,Canada
979,V5W,1,4913.37,Canada
992,V6G,1,3338.37,Canada
1008,V5Z,1,2834.37,Canada
1066,T1Y,1,3558.87,Canada
1122,T3G,1,1889.37,Canada
1185,T5K,2,10078.74,Canada
1185,T6G,1,5039.37,Canada
1188,T5K,1,5669.37,Canada
1188,V7R,1,5669.37,Canada
1426,V5Z,1,3432.24,Canada
1974,T6T,1,629.37,Canada
2045,V6L,1,4913.37,Canada
2050,T6K,1,5984.37,Canada
2056,T6G,1,3905.37,Canada
2373,T6J,1,6614.37,Canada
2374,V7M,1,7559.37,Canada
2388,T3G,1,3716.37,Canada
1734,T1Y,1,5398.47,Canada
1735,T1Y,1,5398.47,Canada
396,V6C,1,10284.75,Canada
550,V6H,1,4847.85,Canada
596,V6T,1,8958.6,Canada
604,T6E,1,5540.85,Canada
606,T2A,1,3776.85,Canada
631,V5W,1,4154.85,Canada
663,T2J,1,9185.4,Canada
1143,V6Z,1,6614.37,Canada
93,V6A,1,11907,Canada
396,V7M,1,10284.75,Canada
475,V5N,1,11642.4,Canada
488,T6J,1,11642.4,Canada
491,V6C,2,19567.8,Canada
676,T6B,1,9623.25,Canada
681,T6E,1,7556.85,Canada
725,T6H,1,1385.37,Canada
739,V5N,1,2046.87,Canada
767,T2X,1,1259.37,Canada
901,V6R,1,4913.37,Canada
964,V5Z,1,4157.37,Canada
1008,V6Z,1,2834.37,Canada
1081,T3G,1,2708.37,Canada
1105,T5V,1,2960.37,Canada
1109,T2J,1,2519.37,Canada
1166,T2C,1,6425.37,Canada
1166,T5J,1,6425.37,Canada
1168,V6Z,1,4409.37,Canada
1173,T2J,1,6299.37,Canada
2235,R3N,1,786.87,Canada
2235,M5X,1,786.87,Canada
522,M5L,1,7497,Canada
726,K1R,1,1385.37,Canada
728,K1Y,2,1510.74,Canada
767,R3G,1,1259.37,Canada
1449,K1R,1,1416.24,Canada
1450,M6S,1,1416.24,Canada
1894,K2P,1,8186.85,Canada
1960,R3S,1,1164.87,Canada
2234,L4Y,1,786.87,Canada
2234,H1B,2,1573.74,Canada
2235,L5P,2,1573.74,Canada
2255,R3N,1,692.37,Canada
2279,R3V,1,1983.87,Canada
2388,H1G,1,3716.37,Canada
396,M4V,2,20569.5,Canada
491,M4E,1,9783.9,Canada
609,M4Y,1,9346.05,Canada
631,R3B,1,4154.85,Canada
676,R3G,1,9623.25,Canada
683,R3H,1,9456.3,Canada
683,K1R,1,9456.3,Canada
725,M7Y,1,1385.37,Canada
747,L5N,1,3495.87,Canada
767,R3H,1,1259.37,Canada
770,L5N,1,3086.37,Canada
853,M4Y,1,5480.37,Canada
901,R3B,1,4913.37,Canada
910,R2Y,1,4976.37,Canada
1014,R3C,1,1038.87,Canada
1111,R3T,1,1397.97,Canada
1133,R3M,1,7559.37,Canada
1166,R3W,1,6425.37,Canada
1173,R3V,1,6299.37,Canada
1230,M4E,1,6299.37,Canada
1920,L5N,1,3369.87,Canada
2045,L5N,1,4913.37,Canada
2074,M4V,1,3936.87,Canada
2081,M7Y,1,2645.37,Canada
2254,R3B,1,692.37,Canada
2254,M4V,1,692.37,Canada
94,R3H,1,10395,Canada
475,M5L,1,11642.4,Canada
550,R3W,1,4847.85,Canada
604,R3G,2,11081.7,Canada
1094,R3V,1,692.37,Canada
786,H1G,1,692.37,Canada
551,L5N,1,11065.95,Canada
1093,R3V,1,692.37,Canada
761,R3H,1,2078.37,Canada
785,H1G,1,692.37,Canada
785,H1B,1,818.37,Canada
786,L5T,1,818.37,Canada
964,M6H,1,4031.37,Canada
1143,M4S,1,6614.37,Canada
962,M4Y,1,6299.37,Canada
989,M5X,1,5417.37,Canada
1003,K1G,2,2077.74,Canada
1082,R3V,1,2708.37,Canada
1949,M4E,1,3558.87,Canada
2331,M7Y,1,6488.37,Canada
2055,M5R,1,6834.87,Canada
2332,M5X,1,5039.37,Canada
914,R3N,1,6929.37,Canada
681,M4E,1,8590.05,Canada
767,R3H,1,1133.37,Canada
785,R3H,1,692.37,Canada
976,H1B,1,3905.37,Canada
786,R3H,1,692.37,Canada
964,R3B,1,3968.37,Canada
768,R3H,1,1133.37,Canada
609,M7Y,1,10202.85,Canada
2016,L5N,1,3590.37,Canada
2235,M6H,1,786.87,Canada
2254,K1P,1,692.37,Canada
2388,K1S,1,3716.37,Canada
330,M7Y,1,6926.85,Canada
396,L5N,1,10284.75,Canada
400,R3K,1,8205.75,Canada
443,R3S,1,9490.95,Canada
604,R3G,1,5540.85,Canada
609,M4V,1,9346.05,Canada
609,M5L,1,9346.05,Canada
631,M5P,1,4154.85,Canada
901,M5B,1,4913.37,Canada
910,L5N,1,4976.37,Canada
914,M4V,1,7244.37,Canada
2252,R3B,1,1637.37,Canada
1894,R3G,1,9008.37,Canada
906,M4E,1,5039.37,Canada
1065,R3H,1,3558.87,Canada
1066,R3E,1,3558.87,Canada
1066,M5X,1,3558.87,Canada
1166,H1B,1,6425.37,Canada
1168,K1H,1,4409.37,Canada
1168,M7Y,1,4598.37,Canada
1185,K1N,1,5039.37,Canada
1920,R3M,1,3369.87,Canada
1974,R3B,1,629.37,Canada
1974,R3H,1,629.37,Canada
2032,L5N,2,5353.74,Canada
2056,R3V,1,3905.37,Canada
2056,K1N,1,3842.37,Canada
2056,M4N,1,3905.37,Canada
2091,R3V,1,1826.37,Canada
2234,M4V,1,786.87,Canada
2235,K1P,2,1573.74,Canada
2277,R3E,1,3023.37,Canada
370,K1K,1,6485.85,Canada
400,K2P,1,8205.75,Canada
573,M4E,1,3367.35,Canada
837,R3G,1,10079.37,Canada
901,H1B,1,4913.37,Canada
952,M6P,1,3149.37,Canada
981,M5V,1,1889.37,Canada
1014,R3G,1,1038.87,Canada
1960,M4E,1,1164.87,Canada
1927,M5X,1,1196.37,Canada
2046,M6H,1,5196.87,Canada
2074,M5P,1,4031.37,Canada
609,L5T,1,9346.05,Canada
609,M6G,1,9346.05,Canada
631,L5N,1,4154.85,Canada
754,R3E,1,2928.87,Canada
990,K1S,1,5795.37,Canada
1230,M4R,1,6299.37,Canada
1329,R3E,1,1113.84,Canada
1957,R3G,2,3690.54,Canada
2056,L4X,1,3842.37,Canada
2056,L5R,1,3905.37,Canada
2074,M5P,1,3936.87,Canada
2199,R3H,1,2141.37,Canada
2234,R3B,1,786.87,Canada
2331,R2W,1,6425.37,Canada
396,M4T,1,10284.75,Canada
400,K1N,1,8205.75,Canada
491,R3G,1,9783.9,Canada
609,L4X,1,9346.05,Canada
609,M4E,1,9346.05,Canada
676,M5X,1,9623.25,Canada
768,R3H,1,1259.37,Canada
768,L5N,2,2518.74,Canada
1046,M6S,1,1196.37,Canada
1065,R3V,1,3558.87,Canada
1066,K2P,1,3558.87,Canada
1120,R3V,1,2078.37,Canada
1173,M7Y,1,6299.37,Canada
1974,M6H,1,629.37,Canada
2047,R3A,1,4535.37,Canada
2255,R3B,1,692.37,Canada
2373,K1K,1,6614.37,Canada
396,M4R,1,10284.75,Canada
475,R3H,1,11642.4,Canada
559,R3H,1,7027.65,Canada
599,M6H,1,9043.65,Canada
748,L5N,1,3495.87,Canada
990,R2R,1,6362.37,Canada
1191,R3G,1,3149.37,Canada
2235,R3B,1,786.87,Canada
2396,M4E,1,1070.37,Canada
1870,L5N,1,10205.37,Canada
559,M5L,1,7493.85,Canada
467,R3H,1,10807.65,Canada
433,K1K,1,10218.6,Canada
989,M4N,1,5606.37,Canada
1065,R3E,1,3558.87,Canada
1065,M5X,1,3558.87,Canada
1066,M6H,1,3558.87,Canada
1116,M5R,1,3023.37,Canada
1173,M4P,1,6299.37,Canada
1173,M5E,1,6299.37,Canada
1185,K2P,1,5039.37,Canada
1956,R3M,1,1845.27,Canada
1961,R3H,1,1164.87,Canada
1961,M4E,1,1164.87,Canada
2234,K1P,2,1573.74,Canada
2255,M4N,1,692.37,Canada
2282,L5T,1,3653.37,Canada
2340,R2W,1,5543.37,Canada
2388,L5N,1,3716.37,Canada
491,M5S,1,9783.9,Canada
510,R3G,1,10045.35,Canada
604,M5P,1,5540.85,Canada
609,R3G,1,9346.05,Canada
609,L5H,1,9346.05,Canada
728,R3G,1,755.37,Canada
2388,M5L,1,3716.37,Canada
1006,L5T,2,2140.74,Canada
559,L4X,1,7493.85,Canada
862,K1M,1,3653.37,Canada
964,M5X,1,3968.37,Canada
596,L5V,1,9320.85,Canada
976,R3K,1,3779.37,Canada
573,M5P,1,3587.85,Canada
606,R3E,1,3877.65,Canada
992,R3S,1,3338.37,Canada
609,R3G,1,9950.85,Canada
725,M6P,1,1448.37,Canada
1139,R3T,1,8189.37,Canada
964,M7Y,1,3779.37,Canada
609,L5R,1,9950.85,Canada
901,M5E,1,4913.37,Canada
910,M5X,1,4976.37,Canada
962,R3W,1,6110.37,Canada
1065,M6H,1,3558.87,Canada
1173,M4S,1,6299.37,Canada
1185,R3B,1,5039.37,Canada
1185,L5N,1,5039.37,Canada
1185,M4P,1,5039.37,Canada
2332,L5N,1,5039.37,Canada
491,M5X,1,10687.95,Canada
1139,K2P,1,8189.37,Canada
1174,L5R,1,6929.37,Canada
2396,R3V,1,1070.37,Canada
433,H1B,1,10218.6,Canada
2332,M4Y,1,4409.37,Canada
606,R3H,1,3776.85,Canada
606,L5N,1,3776.85,Canada
727,R3G,1,755.37,Canada
740,H2Z,1,2046.87,Canada
936,L5R,1,5984.37,Canada
940,M5S,1,8063.37,Canada
979,M6G,1,4724.37,Canada
1081,R3V,1,2708.37,Canada
1110,R3V,1,2519.37,Canada
1111,R3H,1,1397.97,Canada
1132,L5P,1,7559.37,Canada
1166,M4V,1,6425.37,Canada
1168,L5G,1,4409.37,Canada
1173,M4R,1,6299.37,Canada
1188,L5T,1,5669.37,Canada
1188,M6G,1,5669.37,Canada
2056,R2W,1,3905.37,Canada
2254,R3G,1,692.37,Canada
2235,V6E,1,786.87,Canada
396,V6G,1,10284.75,Canada
510,T2J,1,10045.35,Canada
726,T2X,1,1385.37,Canada
726,V6Z,2,2770.74,Canada
728,T3C,1,755.37,Canada
758,V6M,1,1007.37,Canada
758,V6Z,1,1007.37,Canada
767,T2R,1,1259.37,Canada
767,T5V,1,1259.37,Canada
768,R2G,1,1259.37,Canada
1046,T5J,1,1196.37,Canada
1080,V6B,1,3149.37,Canada
1111,V5W,1,1397.97,Canada
1490,T3R,1,3148.74,Canada
2234,V6G,1,786.87,Canada
2255,V6E,1,692.37,Canada
596,T1Y,1,8958.6,Canada
597,V7W,1,10706.85,Canada
606,V5M,1,3776.85,Canada
658,T5G,1,10832.85,Canada
725,V6M,1,1385.37,Canada
728,T6T,1,755.37,Canada
740,V5N,1,2046.87,Canada
769,T6J,1,3086.37,Canada
862,T6E,1,1952.37,Canada
922,V7W,1,5669.37,Canada
1014,T6R,1,1038.87,Canada
1045,V5N,1,2487.87,Canada
1133,T2X,1,7559.37,Canada
1191,V6Z,1,3149.37,Canada
1449,T6V,1,1416.24,Canada
2284,V7Y,1,3527.37,Canada
443,V6T,1,9490.95,Canada
491,V6Z,2,19567.8,Canada
550,T5N,1,4847.85,Canada
1884,T2X,1,9449.37,Canada
2235,V6L,1,849.87,Canada
2234,V6L,1,849.87,Canada
604,T5H,1,5937.75,Canada
502,V7Y,1,13270.95,Canada
1181,T3C,1,5039.37,Canada
992,T6K,1,3338.37,Canada
550,T1Y,1,5200.65,Canada
910,V6A,1,5165.37,Canada
915,V6R,1,6677.37,Canada
946,T6V,1,8504.37,Canada
964,V6Z,2,7936.74,Canada
967,V5V,1,7874.37,Canada
1061,T6J,1,1794.87,Canada
726,T6H,1,1385.37,Canada
757,T2X,1,1007.37,Canada
910,T1Y,1,4976.37,Canada
921,T6K,1,6299.37,Canada
921,V7Y,1,6299.37,Canada
935,T6S,1,5858.37,Canada
936,T5K,2,11968.74,Canada
981,V6Z,1,2015.37,Canada
990,V6R,1,5480.37,Canada
1106,T5V,1,2960.37,Canada
1116,T5K,1,3023.37,Canada
1188,V7Y,1,5669.37,Canada
1318,T5H,1,3684.24,Canada
1345,T5G,1,3652.74,Canada
1347,V6R,1,3589.74,Canada
1429,V6G,1,3400.74,Canada
1949,V6T,1,3558.87,Canada
1990,R2G,1,3086.37,Canada
964,T6J,1,3968.37,Canada
571,T6T,1,6325.2,Canada
2064,V7W,1,5952.87,Canada
691,T5K,1,4280.85,Canada
966,T5Y,1,5669.37,Canada
966,T6E,1,5858.37,Canada
992,T6J,1,3338.37,Canada
575,V6S,1,11151,Canada
1005,V5Z,1,1322.37,Canada
681,T6J,1,8590.05,Canada
733,V5W,1,3968.37,Canada
734,V5W,1,3968.37,Canada
1006,V5V,1,1070.37,Canada
964,T6J,1,3842.37,Canada
976,T6W,1,3905.37,Canada
967,T6V,1,8063.37,Canada
573,T6S,1,3764.25,Canada
2380,V6A,1,3527.37,Canada
2353,V6A,1,4976.37,Canada
2047,T5K,1,4535.37,Canada
2083,T1Y,1,3716.37,Canada
2234,V6A,1,786.87,Canada
2234,V7R,1,786.87,Canada
2235,V7W,1,786.87,Canada
2388,T6J,1,3716.37,Canada
443,T1Y,1,9490.95,Canada
475,V6A,2,23284.8,Canada
725,V6M,1,1385.37,Canada
726,T3R,1,1385.37,Canada
728,V6Z,1,818.37,Canada
757,V6M,1,1007.37,Canada
767,T6T,1,1259.37,Canada
768,V7T,1,1259.37,Canada
768,V7W,1,1259.37,Canada
914,T3G,1,6929.37,Canada
935,T5V,1,5858.37,Canada
1227,T5K,1,3779.37,Canada
533,T3C,1,6296.85,Canada
565,V5Z,1,10687.95,Canada
606,T5K,1,4054.05,Canada
1786,V6Z,1,7559.37,Canada
759,T6E,1,1763.37,Canada
1112,V6H,1,1397.97,Canada
2254,V7M,1,692.37,Canada
2279,V5W,1,1983.87,Canada
2282,V6A,1,3653.37,Canada
2282,V6B,2,7306.74,Canada
2331,T6T,1,6425.37,Canada
2331,V5Z,1,6425.37,Canada
396,V6G,1,10284.75,Canada
443,V6Z,1,9490.95,Canada
604,T6T,1,5540.85,Canada
676,V5X,1,9623.25,Canada
725,T3R,1,1385.37,Canada
726,V6M,1,1385.37,Canada
758,V6M,1,1007.37,Canada
768,T2X,1,1259.37,Canada
989,V6A,1,5417.37,Canada
1008,T5J,1,2834.37,Canada
769,V5V,1,3086.37,Canada
796,V5Z,1,3306.87,Canada
797,V6M,1,3621.87,Canada
962,T1Y,1,6299.37,Canada
1003,T3G,1,1038.87,Canada
1066,T2T,1,3558.87,Canada
1079,V6B,1,3149.37,Canada
2234,V6T,1,786.87,Canada
2235,V6G,1,786.87,Canada
2255,V7M,1,692.37,Canada
2388,R2P,1,3716.37,Canada
604,T6S,1,5540.85,Canada
631,T6T,1,4154.85,Canada
725,T2X,1,1385.37,Canada
769,V6H,1,3086.37,Canada
1014,V6T,1,1038.87,Canada
1014,R2G,1,1038.87,Canada
1949,R2G,1,3558.87,Canada
2234,V5W,1,786.87,Canada
2254,V6M,1,692.37,Canada
2255,V5Y,1,692.37,Canada
433,T6E,1,9651.6,Canada
491,T6R,1,9783.9,Canada
606,T6T,1,3776.85,Canada
645,T6R,1,8958.6,Canada
683,T5G,1,9456.3,Canada
713,V6T,1,1920.87,Canada
604,V5N,1,5767.65,Canada
726,T2C,1,1448.37,Canada
785,R2G,2,1636.74,Canada
1006,V5Z,1,1070.37,Canada
2045,T6K,1,5039.37,Canada
2054,T6X,1,6551.37,Canada
2071,V6G,1,4157.37,Canada
475,V7Y,1,12448.8,Canada
508,V6G,1,11636.1,Canada
617,V6H,1,10136.7,Canada
726,T5V,1,1385.37,Canada
767,T5Y,1,1227.87,Canada
767,V6Z,1,1259.37,Canada
768,T5K,1,1259.37,Canada
770,V5V,1,3086.37,Canada
797,T2J,1,3621.87,Canada
992,V6T,1,3464.37,Canada
1005,T2X,1,1290.87,Canada
2056,T2X,1,3905.37,Canada
2056,T6T,1,3968.37,Canada
2064,T2X,1,5952.87,Canada
676,T6E,1,10048.5,Canada
2331,T2X,1,6425.37,Canada
2407,T3G,1,881.37,Canada
94,T6V,1,10395,Canada
120,T3J,1,9954,Canada
443,T5Y,1,9490.95,Canada
645,T6T,1,8958.6,Canada
658,T5W,1,10832.85,Canada
681,T6E,1,7556.85,Canada
739,V5N,1,2046.87,Canada
753,V7N,1,2928.87,Canada
767,V6M,1,1259.37,Canada
838,V6Z,1,11213.37,Canada
1173,V6C,1,6299.37,Canada
1182,R2L,1,1889.37,Canada
1450,T6V,1,1416.24,Canada
2388,T2C,1,3716.37,Canada
396,V5V,1,10284.75,Canada
599,T6J,1,9043.65,Canada
609,T2J,1,9346.05,Canada
725,V5Z,1,1385.37,Canada
728,V5Z,1,755.37,Canada
740,V6A,1,2046.87,Canada
1065,T1Y,1,3558.87,Canada
1116,T6E,1,3023.37,Canada
1185,T6K,1,5039.37,Canada
1425,V5Z,1,3432.24,Canada
1641,T6K,1,849.24,Canada
